Manufacturer,Model,Fuel type,Engine volume,Mileage,Cylinders,Gear box type,Drive wheels,Car Age
LEXUS,GX 470,Petrol,4.6,154115.0,8.0,Automatic,4x4,12
HYUNDAI,Elantra,Petrol,1.8,17000.0,4.0,Automatic,Front,10
VOLKSWAGEN,Golf,CNG,2,25000.0,4.0,Manual,Front,28
HYUNDAI,Tucson,Petrol,1.6,35477.0,4.0,Automatic,Front,8
HYUNDAI,Sonata,LPG,2,565573.0,4.0,Automatic,Front,11
SSANGYONG,Korando,Diesel,2,119315.0,4.0,Automatic,Front,14
KIA,Optima,Hybrid,2.4,66000.0,6.0,Tiptronic,Front,11
SUZUKI,Grand Vitara,CNG,2.5,348800.0,6.0,Automatic,Rear,25
VOLKSWAGEN,UP,Petrol,1,44333.0,4.0,Automatic,Front,12
SSANGYONG,Korando,Diesel,2,145572.0,4.0,Automatic,Front,10
HYUNDAI,H1,Diesel,2.5,184700.0,4.0,Automatic,Front,11
CHEVROLET,Spark,Petrol,1,75407.0,4.0,Automatic,Front,13
DAEWOO,Gentra,Petrol,1.6,91930.0,4.0,Automatic,Front,16
FORD,Fiesta,Petrol,1.6,53000.0,4.0,Automatic,Front,8
HYUNDAI,H1,Diesel,2.5,50877.0,4.0,Automatic,Front,11
TOYOTA,Vitz,Petrol,1.3,145000.0,4.0,Automatic,Front,18
VOLKSWAGEN,Jetta,Petrol,2.0 Turbo,49656.0,4.0,Tiptronic,Front,10
MERCEDES-BENZ,Sprinter,Diesel,2.2 Turbo,500000.0,4.0,Tiptronic,Rear,20
FIAT,500,Petrol,1.4,170459.0,4.0,Automatic,Front,12
TOYOTA,Camry se,Petrol,2.5,145000.0,4.0,Tiptronic,Front,12
MERCEDES-BENZ,E 350,Diesel,3.5,107800.0,6.0,Automatic,Rear,12
TOYOTA,Camry,Hybrid,2.5,80000.0,4.0,Tiptronic,Front,10
HYUNDAI,Elantra,Petrol,1.6,162911.0,4.0,Automatic,Front,13
BMW,X5,Diesel,3,262072.0,6.0,Automatic,4x4,16
CHEVROLET,Captiva,Diesel,2.2,148076.0,4.0,Automatic,Front,14
TOYOTA,Prius,Hybrid,1.8,124000.0,4.0,Tiptronic,Front,15
FORD,Transit Connect,Diesel,1.8 Turbo,143560.0,4.0,Manual,Front,13
KIA,Optima,Petrol,2,46208.0,4.0,Automatic,Front,13
TOYOTA,Avalon,Hybrid,3,80000.0,8.0,Variator,Front,7
TOYOTA,Camry,Hybrid,2.5,124912.0,4.0,Automatic,Front,12
MERCEDES-BENZ,E 350,Diesel,3.5,229904.0,6.0,Automatic,4x4,15
HYUNDAI,Sonata,LPG,2,66760.0,4.0,Automatic,Front,15
HYUNDAI,Elantra,Petrol,1.8,230746.0,4.0,Automatic,Front,12
TOYOTA,Yaris,Petrol,1.5,0.0,4.0,Automatic,Front,6
KIA,Optima,Petrol,2,46208.0,4.0,Automatic,Front,13
VOLKSWAGEN,CC,Petrol,2,134400.0,4.0,Tiptronic,Front,12
HYUNDAI,Santa FE,Petrol,3.5,258493.0,6.0,Automatic,4x4,13
MERCEDES-BENZ,ML 350,CNG,3.7,136000.0,6.0,Tiptronic,4x4,21
NISSAN,Tiida,Petrol,1.5,143000.0,4.0,Automatic,Front,19
BMW,525,LPG,2.5,111111.0,6.0,Tiptronic,Rear,28
MITSUBISHI,Colt,Petrol,1.3 Turbo,235000.0,4.0,Tiptronic,Front,19
HYUNDAI,Veloster,Petrol,2,12000.0,4.0,Tiptronic,Front,6
SUBARU,Forester,Petrol,2.5,1000.0,6.0,Tiptronic,4x4,22
CHEVROLET,Sonic LT,Petrol,1.4 Turbo,190460.0,4.0,Tiptronic,Front,12
HYUNDAI,Tucson SE,Petrol,2,46932.0,4.0,Automatic,Front,8
CHEVROLET,Captiva,Diesel,2,74588.0,4.0,Automatic,Front,18
TOYOTA,Prius C,Hybrid,1.5,90000.0,4.0,Automatic,Front,12
SSANGYONG,Korando,Diesel,2.2,105344.0,4.0,Automatic,Front,9
HONDA,FIT,Hybrid,1.3,139000.0,4.0,Automatic,Front,11
HYUNDAI,Sonata,LPG,2,537500.0,4.0,Automatic,Front,10
MERCEDES-BENZ,Viano,Diesel,2.2 Turbo,177000.0,4.0,Tiptronic,Rear,15
CHEVROLET,Captiva,Diesel,2.2,92825.0,4.0,Automatic,Front,10
SSANGYONG,Actyon,Petrol,1.6,48536.0,4.0,Automatic,Front,9
HONDA,FIT,Hybrid,1.5,60000.0,4.0,Automatic,Front,11
HYUNDAI,H1 grandstarex,Diesel,2.5,77000.0,4.0,Automatic,Rear,14
KIA,Sportage PRESTIGE,Diesel,2.0 Turbo,34000.0,4.0,Tiptronic,Front,10
INFINITI,QX56,Petrol,5.6,219200.0,8.0,Automatic,4x4,19
MERCEDES-BENZ,E 350,Diesel,5.5,325811.0,8.0,Automatic,4x4,14
SUBARU,Outback,Petrol,2.5,15480.0,4.0,Automatic,4x4,6
OPEL,Vectra,Petrol,1.8,240000.0,4.0,Manual,Front,25
MITSUBISHI,Airtrek,CNG,2,190000.0,4.0,Tiptronic,Front,24
MERCEDES-BENZ,GLE 350,Petrol,3.5,91493.0,6.0,Automatic,Rear,9
HYUNDAI,Sonata,LPG,2,662021.0,4.0,Automatic,Front,10
HYUNDAI,Sonata,Hybrid,2.4,93816.0,4.0,Automatic,Front,13
FIAT,500,Petrol,1.4,107054.0,4.0,Automatic,Front,12
HONDA,Cr-v,LPG,2.4,87792.0,4.0,Automatic,Front,13
SUBARU,XV,Petrol,2,108259.0,4.0,Automatic,4x4,12
MERCEDES-BENZ,Sprinter,Diesel,3.2 Turbo,200000.0,6.0,Manual,Rear,13
VOLKSWAGEN,Passat,Petrol,2.8,250000.0,6.0,Tiptronic,Front,25
VOLKSWAGEN,Golf,Petrol,1.4,220000.0,4.0,Manual,Front,28
MERCEDES-BENZ,E 350,Petrol,6.2,274771.0,8.0,Automatic,Rear,15
NISSAN,Skyline 4WD,Petrol,2.5,156000.0,6.0,Automatic,4x4,21
BMW,X5,Petrol,3,0.0,6.0,Automatic,4x4,9
MAZDA,Protege,Petrol,1.6,11111111.0,4.0,Automatic,Front,24
HYUNDAI,Sonata,Hybrid,2.4,261928.0,4.0,Automatic,Front,10
TOYOTA,Highlander,Hybrid,3.3,226094.0,6.0,Automatic,4x4,17
MERCEDES-BENZ,E 350,Diesel,5.5,101424.0,8.0,Automatic,4x4,11
TOYOTA,Will Chypa,Petrol,1.3,102000.0,4.0,Automatic,Front,23
BMW,535,Petrol,3.0 Turbo,7800.0,6.0,Tiptronic,Rear,10
MERCEDES-BENZ,Vito,Diesel,2.2,120000.0,6.0,Manual,Rear,11
MERCEDES-BENZ,E 350,Petrol,3.5,143000.0,6.0,Tiptronic,4x4,12
MERCEDES-BENZ,E 350,Petrol,3.5,150000.0,6.0,Tiptronic,Rear,12
MERCEDES-BENZ,C 320 AMG,Petrol,3.2,100000.0,6.0,Manual,Rear,21
MERCEDES-BENZ,E 350,Diesel,3.5,266061.0,6.0,Automatic,4x4,16
KIA,Ceed,Diesel,1.6,1000.0,1.0,Manual,Front,18
SUBARU,Forester,Petrol,2.5,204579.0,4.0,Automatic,4x4,13
CHEVROLET,Camaro,Petrol,3.6,168350.0,6.0,Automatic,Rear,14
HYUNDAI,Elantra,Diesel,1.6,100535.0,4.0,Automatic,Front,10
HYUNDAI,Santa FE,Diesel,2.2,143470.0,4.0,Automatic,Front,10
TOYOTA,RAV 4,Petrol,2.5,159901.0,4.0,Automatic,Front,13
MERCEDES-BENZ,C 300,Petrol,3.5,100358.0,6.0,Tiptronic,4x4,11
VOLVO,S40,Petrol,2,133502.0,4.0,Automatic,Front,24
BMW,225,Petrol,2.5,250000.0,8.0,Tiptronic,Rear,26
TOYOTA,Prius,Hybrid,1.8,258909.0,4.0,Automatic,Front,15
HYUNDAI,H1,Diesel,2.5,52600.0,4.0,Automatic,Front,13
MINI,Cooper S Cabrio,Petrol,1.6,134035.0,4.0,Automatic,Front,12
HYUNDAI,I30,Diesel,1.6,62444.0,4.0,Automatic,Front,17
FORD,Transit,CNG,2.3,300000.0,4.0,Manual,Rear,25
NISSAN,Juke,Petrol,1.6 Turbo,139200.0,4.0,Tiptronic,Front,13
BUICK,Encore,Petrol,1.4,58000.0,4.0,Automatic,Front,10
TOYOTA,Aqua,Petrol,1.5,50909.0,4.0,Automatic,Front,8
DODGE,RAM 1500,Petrol,5.9,60800.0,8.0,Automatic,4x4,25
TOYOTA,Prius,Hybrid,1.8,174285.0,4.0,Automatic,Front,13
HONDA,FIT,Petrol,1.5,49600.0,4.0,Automatic,Front,9
TOYOTA,VOXY,CNG,2,200000.0,4.0,Automatic,4x4,22
TOYOTA,Aqua,Hybrid,1.5,88777.0,4.0,Automatic,Front,12
HYUNDAI,Sonata,Petrol,2,101200.0,4.0,Automatic,Front,9
MERCEDES-BENZ,Sprinter,Diesel,2.2 Turbo,327000.0,4.0,Manual,Rear,16
TOYOTA,Camry SE,Petrol,2.5,128320.0,4.0,Tiptronic,Front,11
TOYOTA,Prius,Hybrid,1.8,321616.0,4.0,Automatic,Front,12
TOYOTA,Prius,Hybrid,1.5,95520.0,4.0,Variator,Front,17
TOYOTA,Camry,Petrol,2.5,147845.0,4.0,Automatic,Front,11
CHEVROLET,Spark,Petrol,1,62499.0,4.0,Automatic,Front,7
LEXUS,GX 460,Petrol,4.6,102907.0,8.0,Automatic,4x4,10
TOYOTA,Highlander,Hybrid,3.3,277405.0,6.0,Automatic,4x4,17
SUZUKI,Swift,Petrol,1.3,23000000.0,4.0,Manual,4x4,20
HYUNDAI,H1,Diesel,2.5,93281.0,4.0,Automatic,Front,17
TOYOTA,Highlander,Hybrid,3.3,226198.0,6.0,Automatic,4x4,15
HYUNDAI,Tucson,Diesel,1.7 Turbo,25000.0,4.0,Tiptronic,Front,9
HYUNDAI,Santa FE,Diesel,2,149038.0,4.0,Automatic,Front,12
HYUNDAI,Santa FE,Diesel,2.2,137986.0,4.0,Automatic,Front,9
TOYOTA,Camry,Petrol,2.5,12336.0,4.0,Automatic,Front,6
HONDA,FIT,Hybrid,1.5,102528.0,4.0,Automatic,Front,10
TOYOTA,Prius,Hybrid,1.8,137000.0,4.0,Variator,Front,13
MERCEDES-BENZ,C 220,Diesel,2.2 Turbo,0.0,4.0,Tiptronic,Rear,15
HYUNDAI,Elantra,Petrol,2,45500.0,4.0,Tiptronic,Front,9
MERCEDES-BENZ,E 320,CNG,3.2,0.0,6.0,Tiptronic,Rear,24
SKODA,Superb,Petrol,1.8 Turbo,222000.0,4.0,Tiptronic,Front,14
HYUNDAI,Elantra,Petrol,1.8,95000.0,4.0,Tiptronic,Front,12
VOLKSWAGEN,Jetta,Petrol,2,112000.0,4.0,Manual,Front,12
LEXUS,RX 350,Petrol,3.5,155200.0,6.0,Tiptronic,4x4,16
HYUNDAI,Sonata,Hybrid,2.4,77830.0,4.0,Automatic,Front,10
MERCEDES-BENZ,ML 350,Diesel,4.6,180659.0,8.0,Automatic,4x4,13
HYUNDAI,H1,Diesel,2.5,110169.0,4.0,Automatic,Front,9
MITSUBISHI,Mirage,Petrol,1,111111.0,3.0,Automatic,Front,13
HYUNDAI,Elantra,Petrol,1.8,230400.0,4.0,Tiptronic,Front,15
TOYOTA,Prius,Hybrid,1.8,35083.0,4.0,Automatic,Front,13
MERCEDES-BENZ,E 320,CNG,3.2,160986.0,6.0,Tiptronic,Rear,22
LEXUS,CT 200h,Hybrid,1.8,71904.0,4.0,Automatic,Front,9
VOLKSWAGEN,Passat,Petrol,1.8 Turbo,68000.0,4.0,Tiptronic,Front,11
FORD,Focus,Petrol,2,54000.0,4.0,Automatic,Front,10
TOYOTA,Aqua,Hybrid,1.5,100000.0,4.0,Variator,Front,12
JEEP,Liberty,Petrol,3.7,216000.0,6.0,Automatic,4x4,22
TOYOTA,Camry,Hybrid,2.4,348800.0,4.0,Variator,Front,18
FORD,Fusion,Hybrid,2,91760.0,4.0,Automatic,Front,10
HONDA,Accord,Petrol,1.5,4088.0,4.0,Automatic,Front,6
SSANGYONG,REXTON,Diesel,2,78732.0,4.0,Automatic,Front,13
HYUNDAI,Tucson,Diesel,2,199660.0,4.0,Automatic,Front,14
HYUNDAI,H1,Diesel,2.5,105743.0,4.0,Automatic,Front,8
CHEVROLET,Captiva,Diesel,2,48294.0,4.0,Automatic,Front,10
MERCEDES-BENZ,E 350,Diesel,3.5 Turbo,160000.0,6.0,Automatic,Rear,12
HYUNDAI,Sonata,LPG,2,256355.0,4.0,Automatic,Front,9
BMW,318,Petrol,1.8,285000.0,4.0,Manual,Rear,30
NISSAN,Note,LPG,1.5,138000.0,4.0,Automatic,Front,18
HYUNDAI,Sonata,LPG,2,432435.0,4.0,Automatic,Front,11
JAGUAR,F-pace,Diesel,2,50531.0,4.0,Automatic,4x4,8
SSANGYONG,Actyon,Diesel,1.6,75300.0,4.0,Automatic,Front,9
TOYOTA,Prius,Hybrid,1.5,190000.0,4.0,Automatic,Front,17
BMW,X6,Petrol,3.5 Turbo,139452.0,6.0,Tiptronic,4x4,17
MITSUBISHI,Mirage,Petrol,1,10000.0,4.0,Automatic,Front,11
BMW,428,Petrol,2.0 Turbo,110000.0,4.0,Automatic,Rear,11
TOYOTA,Camry,Petrol,2.5,167680.0,4.0,Tiptronic,Front,11
HYUNDAI,Sonata,LPG,2,276546.0,4.0,Automatic,Front,9
MITSUBISHI,Lancer,Petrol,2,124000.0,4.0,Variator,Front,16
HYUNDAI,Elantra,Petrol,1.8,83000.0,4.0,Tiptronic,Front,13
CITROEN,C5,Petrol,2,255000.0,4.0,Manual,Front,24
LEXUS,RX 350,Petrol,3.5,65981.0,6.0,Automatic,Front,9
HONDA,FIT,Petrol,1.3,0.0,4.0,Automatic,Front,20
TOYOTA,Prius,Hybrid,1.5,0.0,4.0,Automatic,Front,18
HYUNDAI,H1,Diesel,2.5,97010.0,4.0,Automatic,Front,11
TOYOTA,4Runner,Petrol,4,137600.0,6.0,Automatic,4x4,14
VOLKSWAGEN,Jetta,Diesel,1.8,69248.0,4.0,Automatic,Front,11
CHEVROLET,Volt,Hybrid,1.4,110958.0,4.0,Automatic,Front,11
TOYOTA,RAV 4,Petrol,2.5,17600.0,4.0,Automatic,4x4,8
HYUNDAI,Sonata,Petrol,2.4,98000.0,4.0,Automatic,Front,14
CHEVROLET,Cruze,Petrol,1.8,59532.0,4.0,Automatic,Front,11
HYUNDAI,Sonata,LPG,2,513137.0,4.0,Automatic,Front,9
HYUNDAI,Elantra,Diesel,1.6,53256.0,4.0,Automatic,Front,16
HYUNDAI,Sonata,LPG,2,51274.0,4.0,Automatic,Front,10
RENAULT,Megane 1.9CDI,Diesel,1.9 Turbo,168974.0,4.0,Automatic,Front,17
HYUNDAI,Genesis,Petrol,3.8,151977.0,4.0,Automatic,Front,15
HYUNDAI,Sonata,LPG,2,30363.0,4.0,Automatic,Front,10
HYUNDAI,Tucson,Diesel,2,199356.0,4.0,Automatic,Front,15
TOYOTA,Camry,Hybrid,2.5,166720.0,4.0,Automatic,Front,12
BMW,X5,Diesel,3.0 Turbo,280000.0,6.0,Tiptronic,4x4,22
TOYOTA,Camry,Hybrid,2.5,9626.0,4.0,Automatic,Front,6
MERCEDES-BENZ,C 240,Petrol,2.6,20017.0,6.0,Tiptronic,Rear,24
CHEVROLET,Impala,Petrol,3.6,128195.0,6.0,Automatic,Front,13
TOYOTA,Aqua,Hybrid,1.5,96000.0,4.0,Automatic,Front,13
TOYOTA,Prius,Hybrid,1.8,123270.0,4.0,Automatic,Front,15
NISSAN,March,Petrol,1.2,59000.0,4.0,Automatic,Front,12
MERCEDES-BENZ,E 300,Petrol,2,50930.0,4.0,Automatic,Rear,8
HYUNDAI,Santa FE,Diesel,2,40950.0,4.0,Automatic,Front,8
NISSAN,Juke,Petrol,1.6,62000.0,4.0,Automatic,Front,12
TOYOTA,Vitz,Petrol,1,39000.0,4.0,Automatic,Front,15
BMW,535,Hybrid,3,195941.0,6.0,Automatic,Rear,12
TOYOTA,Prius,Hybrid,1.8,141000.0,4.0,Automatic,Front,15
HYUNDAI,Elantra,Petrol,1.6,152000.0,4.0,Automatic,Front,13
HONDA,Odyssey,Petrol,2.4,225000.0,4.0,Automatic,Front,20
TOYOTA,Camry,Hybrid,2.5,35058.0,4.0,Automatic,Front,7
CHEVROLET,Cruze,Petrol,1.6,66444.0,4.0,Automatic,Front,16
LEXUS,HS 250h,Hybrid,2.4,275654.0,4.0,Automatic,Front,15
FORD,Transit,Diesel,2.4 Turbo,176000.0,4.0,Manual,Rear,20
HYUNDAI,Sonata,Hybrid,2.4,202864.0,4.0,Automatic,Front,13
MERCEDES-BENZ,E 350,Diesel,3.5,240987.0,6.0,Automatic,4x4,13
OPEL,Vectra,Petrol,1.6,2000.0,4.0,Manual,Front,28
FORD,Transit,Diesel,2.0 Turbo,300000.0,4.0,Manual,Front,22
MERCEDES-BENZ,S 500,LPG,5,220000.0,8.0,Tiptronic,Rear,24
CHEVROLET,Volt,Hybrid,1.4,131893.0,4.0,Automatic,Front,11
HYUNDAI,Elantra,Petrol,1.6,107179.0,4.0,Automatic,Front,13
TOYOTA,Tundra,Petrol,5.7,0.0,8.0,Automatic,4x4,11
HYUNDAI,Tucson,Diesel,1.7,122856.0,4.0,Automatic,Front,9
OPEL,Astra,Petrol,1.6,131000.0,4.0,Manual,Front,25
MAZDA,CX-9,Petrol,3.7,134157.0,6.0,Automatic,4x4,14
NISSAN,Tiida,Petrol,1.5,150300.0,4.0,Automatic,Front,18
NISSAN,Serena,Petrol,2,175000.0,4.0,Variator,Front,23
INFINITI,EX37,Petrol,3.3,52000.0,6.0,Automatic,4x4,13
MERCEDES-BENZ,E 220 W210...CDI,Diesel,2.0 Turbo,228000.0,4.0,Tiptronic,Rear,23
FORD,Fusion,Hybrid,2,100747.0,4.0,Automatic,Front,10
TOYOTA,Camry,Petrol,2.5,92000.0,4.0,Tiptronic,Front,11
VOLKSWAGEN,Jetta,Petrol,2.5,166400.0,5.0,Automatic,Front,16
HYUNDAI,Sonata,Hybrid,2.4,108826.0,4.0,Automatic,Front,14
CHEVROLET,Captiva,Diesel,2,123843.0,4.0,Automatic,Front,10
TOYOTA,Aqua,Petrol,1.5,58600.0,4.0,Automatic,Front,13
FORD,Fusion,Hybrid,2,174619.0,4.0,Automatic,Front,12
MERCEDES-BENZ,S 600,CNG,3.7,123000.0,6.0,Manual,Rear,33
TOYOTA,Camry,Hybrid,2.5,225510.0,4.0,Automatic,Front,12
HYUNDAI,Santa FE,Diesel,2,48484.0,4.0,Automatic,Front,10
TOYOTA,Camry,Petrol,2.5,13800.0,6.0,Tiptronic,Front,13
HYUNDAI,Elantra,Petrol,1.8,75200.0,4.0,Automatic,Front,9
TOYOTA,Camry,Hybrid,2.5,266000.0,4.0,Automatic,Front,11
MAZDA,1000,Petrol,2.5,142800.0,4.0,Automatic,Front,10
LEXUS,GX 460,Petrol,4.6,189704.0,8.0,Automatic,4x4,13
TOYOTA,Prius,Hybrid,1.8,159382.0,4.0,Automatic,Front,15
TOYOTA,Aqua,Petrol,1.5,123700.0,4.0,Automatic,Front,12
TOYOTA,Camry,Hybrid,2.5,190549.0,4.0,Automatic,Front,12
HONDA,FIT,Petrol,1.5,55000.0,4.0,Automatic,Front,12
MERCEDES-BENZ,C 250,Petrol,1.8,96432.0,4.0,Tiptronic,Rear,13
TOYOTA,Aqua,Petrol,1.5,83362.0,4.0,Automatic,Front,12
AUDI,A3,Diesel,2,174966.0,4.0,Automatic,Front,13
VOLKSWAGEN,Jetta სასწაფოდ,Petrol,2.5,134400.0,4.0,Tiptronic,Front,14
MERCEDES-BENZ,E 350,Diesel,3.5,107800.0,6.0,Automatic,Rear,12
CHEVROLET,Corvette,Petrol,1.8,117000.0,4.0,Tiptronic,Front,14
CHEVROLET,Malibu,Petrol,1.5 Turbo,53000.0,4.0,Tiptronic,Front,8
FORD,Transit,Diesel,2.5,1000.0,4.0,Manual,Rear,33
KIA,Optima,Hybrid,2.4,109000.0,4.0,Automatic,Front,12
TOYOTA,Aqua,Hybrid,1.5,163312.0,4.0,Automatic,Front,13
MERCEDES-BENZ,GLK 250,Diesel,2.1,199189.0,4.0,Automatic,4x4,10
FORD,Fusion,Hybrid,2,174619.0,4.0,Automatic,Front,12
HYUNDAI,Elantra,Petrol,1.6,97000.0,4.0,Automatic,Front,13
HYUNDAI,Elantra,Petrol,1.6,162911.0,4.0,Automatic,Front,13
TOYOTA,Aqua,Petrol,1.5,122637.0,4.0,Automatic,Front,10
MITSUBISHI,Minica,Petrol,0.7,48000.0,3.0,Manual,4x4,25
FORD,Mustang,Petrol,2.3 Turbo,85000.0,4.0,Tiptronic,Rear,9
TOYOTA,Camry,Hybrid,2.5,109798.0,4.0,Automatic,Front,11
HYUNDAI,Elantra,Petrol,1.6,25635.0,4.0,Automatic,Front,8
MERCEDES-BENZ,Sprinter 316 CDI,Diesel,2.2 Turbo,220000.0,4.0,Manual,Rear,12
TOYOTA,Prius,Hybrid,1.8,71244.0,4.0,Automatic,Front,12
TOYOTA,Prius C,Hybrid,1.5,65000.0,4.0,Automatic,Front,12
HONDA,FIT,Hybrid,1.3,120521.0,4.0,Tiptronic,Front,14
LEXUS,RX 450,Hybrid,3.5,382746.0,6.0,Automatic,4x4,15
CHEVROLET,Volt,Plug-in Hybrid,1.4,0.0,4.0,Automatic,Front,13
HYUNDAI,Santa FE,Diesel,2,99000.0,4.0,Automatic,Front,9
HYUNDAI,Grandeur,LPG,2,81125.0,4.0,Automatic,Front,10
HYUNDAI,H1,Diesel,2.5,72999.0,4.0,Automatic,Front,16
TOYOTA,CHR,Petrol,2,19968.0,4.0,Automatic,Front,6
HYUNDAI,Sonata,LPG,2,43071.0,4.0,Automatic,Front,10
BMW,420,Petrol,2.0 Turbo,28800.0,4.0,Tiptronic,Rear,10
CHEVROLET,Cruze PREMIER,Petrol,1.4 Turbo,9470.0,4.0,Automatic,Front,9
MERCEDES-BENZ,S 430,Petrol,4.3,0.0,8.0,Tiptronic,Rear,25
TOYOTA,Prius,Hybrid,1.8,90000.0,4.0,Automatic,Front,13
TOYOTA,Prius,Hybrid,1.5,0.0,4.0,Variator,Front,19
TOYOTA,Camry,Hybrid,2.5,130478.0,4.0,Automatic,Front,11
MERCEDES-BENZ,E 300,Petrol,2,1600.0,4.0,Automatic,Rear,8
NISSAN,Navara,Diesel,2.5 Turbo,220000.0,4.0,Automatic,4x4,18
KIA,Optima,Petrol,2,41088.0,4.0,Automatic,Front,10
TOYOTA,Camry,Hybrid,2.5,35058.0,4.0,Automatic,Front,7
HONDA,FIT,Petrol,1.3,36261.0,4.0,Automatic,Front,11
MERCEDES-BENZ,E 36 AMG,Petrol,2.0 Turbo,230000.0,4.0,Manual,Rear,24
BMW,535,Diesel,3.0 Turbo,64000.0,6.0,Tiptronic,Rear,11
HYUNDAI,Elantra,Petrol,2,284251.0,4.0,Automatic,Front,8
MINI,Countryman,Petrol,1.6,83000.0,4.0,Tiptronic,Front,14
NISSAN,X-Terra,Petrol,3.3,22000.0,6.0,Automatic,4x4,23
MITSUBISHI,Outlander xl,Petrol,2.4,117000.0,4.0,Automatic,Front,10
HONDA,"FIT ""S""- PAKETI.",Hybrid,1.5,76000.0,4.0,Tiptronic,Front,11
VOLKSWAGEN,CC,Petrol,2.0 Turbo,125000.0,4.0,Automatic,Front,13
LEXUS,GX 470,Petrol,4.6,357246.0,8.0,Automatic,4x4,15
HYUNDAI,Santa FE,Diesel,2,273371.0,4.0,Automatic,Front,12
CHEVROLET,Orlando,Diesel,2,176379.0,4.0,Automatic,Front,13
TOYOTA,Camry,Petrol,2.5,236936.0,4.0,Automatic,Front,14
TOYOTA,RAV 4,Petrol,2.5,91174.0,4.0,Automatic,4x4,10
BMW,528,Petrol,2.8,250130.0,6.0,Tiptronic,Rear,27
LEXUS,GX 470,Petrol,4.7,263190.0,8.0,Automatic,4x4,17
FORD,Transit Connect,Petrol,2,160000.0,4.0,Automatic,Front,14
TOYOTA,Prius,Hybrid,1.8,245486.0,4.0,Automatic,Front,12
TOYOTA,Avalon,Hybrid,2.5,0.0,4.0,Automatic,Front,10
MERCEDES-BENZ,E 220,Diesel,2.2,230000.0,4.0,Manual,Rear,27
OPEL,Vectra,Petrol,1.6,22000.0,4.0,Manual,Front,26
MITSUBISHI,Pajero IO,Petrol,2,180000.0,4.0,Automatic,4x4,22
HYUNDAI,Genesis,Petrol,3.3,33705.0,4.0,Automatic,Front,9
FORD,Focus se,Petrol,2,130326.0,4.0,Automatic,Front,11
HYUNDAI,Tucson,Diesel,1.7,88000.0,4.0,Automatic,Front,9
TOYOTA,Camry,Petrol,2.5,66000.0,4.0,Tiptronic,Front,11
LEXUS,CT 200h,Hybrid,1.8,0.0,4.0,Automatic,Front,12
HYUNDAI,Santa FE,Diesel,2.2,244538.0,4.0,Automatic,Front,14
HONDA,Civic,Hybrid,1.3,248126.0,4.0,Automatic,Front,17
HYUNDAI,Santa FE,Diesel,2,78843.0,4.0,Automatic,Front,8
CHEVROLET,Equinox,Petrol,1.5,17051.0,4.0,Automatic,Front,6
HYUNDAI,Elantra,Petrol,1.6,96860.0,4.0,Automatic,Front,13
HONDA,Civic,Petrol,1.8,100658.0,4.0,Automatic,Front,10
NISSAN,Serena,Petrol,2,195000.0,4.0,Automatic,Front,20
NISSAN,Micra,Petrol,1,141000.0,4.0,Manual,Front,25
HYUNDAI,Elantra,Petrol,1.8,10000.0,6.0,Tiptronic,Front,10
OPEL,Vectra,Petrol,2,111111.0,4.0,Manual,Front,32
KIA,Sportage,Diesel,2,89472.0,4.0,Automatic,Front,18
TOYOTA,Camry,Hybrid,2.5,156518.0,4.0,Automatic,Front,13
TOYOTA,Camry,Hybrid,2.5,156518.0,4.0,Automatic,Front,13
BMW,X5,Diesel,3,265210.0,6.0,Automatic,4x4,15
HYUNDAI,H1,Diesel,2.5,156151.0,4.0,Automatic,Front,9
OPEL,Corsa,Petrol,1.4,270000.0,4.0,Manual,Front,29
FORD,Transit,Diesel,2.5,325812.0,4.0,Manual,Front,27
NISSAN,Maxima,Petrol,3.5,147242.0,6.0,Automatic,Front,14
FORD,Fusion,Hybrid,2,78373.0,4.0,Automatic,Front,8
MERCEDES-BENZ,C 180,Petrol,1.8,250000.0,4.0,Manual,Rear,26
MAZDA,MPV,Petrol,2.5,180000.0,6.0,Automatic,Front,24
TOYOTA,Camry SE,Petrol,2.5,72000.0,4.0,Tiptronic,Front,14
LEXUS,IS 250,Petrol,2.5,87462.0,6.0,Automatic,Rear,11
SSANGYONG,REXTON SUPER,Diesel,2.7,66000.0,6.0,Automatic,4x4,15
TOYOTA,Camry,Hybrid,2.5,60000.0,5.0,Automatic,Front,9
FORD,Transit,Diesel,2.0 Turbo,170000.0,4.0,Manual,Front,20
MERCEDES-BENZ,C 300,Petrol,3,130000.0,6.0,Tiptronic,Front,16
MAZDA,Mazda 6,Petrol,2.5,22000.0,4.0,Automatic,Front,8
MERCEDES-BENZ,CLS 55 AMG,Petrol,4,0.0,8.0,Automatic,4x4,6
AUDI,A4,Petrol,1.8 Turbo,200000.0,4.0,Tiptronic,4x4,23
NISSAN,Tiida,Petrol,1.5,95000.0,4.0,Automatic,Front,16
HYUNDAI,H1,Diesel,2.5,135206.0,4.0,Automatic,Front,9
DAEWOO,Lacetti,Petrol,1.8,86382.0,4.0,Automatic,Front,15
HYUNDAI,Santa FE,Diesel,2,238939.0,4.0,Automatic,Front,12
HYUNDAI,Sonata,Hybrid,2.4,0.0,4.0,Automatic,Front,13
FORD,Fiesta SE,Petrol,1.6,144000.0,4.0,Automatic,Front,11
SSANGYONG,REXTON,Diesel,2.2,110170.0,4.0,Automatic,Front,9
